invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I153049,C224701,Female,28,Toys,5,179.2,Cash,1/11/2021,Metrocity
I154908,C133519,Female,24,Clothing,2,600.16,Credit Card,1/1/2023,Viaport Outlet
I966884,C181366,Female,61,Shoes,5,3000.85,Cash,6/8/2021,Kanyon
I736358,C251791,Male,42,Books,2,30.3,Cash,27/06/2022,Kanyon
I199461,C166050,Male,66,Food & Beverage,4,20.92,Credit Card,9/4/2022,Istinye Park
I209312,C140983,Male,57,Toys,4,143.36,Cash,4/9/2021,Kanyon
I245495,C367810,Male,32,Clothing,1,300.08,Credit Card,15/06/2022,Cevahir AVM
I183851,C191944,Female,45,Cosmetics,1,40.66,Cash,27/11/2022,Cevahir AVM
I257846,C338124,Female,34,Cosmetics,1,40.66,Cash,30/11/2022,Metrocity
I276765,C256299,Female,43,Technology,3,3150,Cash,1/7/2022,Mall of Istanbul
I246453,C100651,Female,58,Technology,1,1050,Credit Card,10/2/2022,Kanyon
I475766,C272036,Male,18,Clothing,1,300.08,Cash,15/12/2021,Zorlu Center
I326714,C156604,Female,30,Cosmetics,5,203.3,Cash,1/1/2023,Viaport Outlet
I431086,C216933,Male,60,Clothing,4,1200.32,Credit Card,8/5/2021,Kanyon
I152880,C301285,Male,29,Food & Beverage,4,20.92,Cash,19/11/2021,Mall of Istanbul
I335519,C221378,Male,22,Food & Beverage,4,20.92,Credit Card,5/6/2022,Istinye Park
I291612,C242380,Female,37,Books,3,45.45,Cash,7/11/2022,Metrocity
I128401,C750603,Female,43,Toys,1,35.84,Cash,25/05/2022,Cevahir AVM
I324068,C218566,Female,21,Clothing,4,1200.32,Credit Card,24/02/2022,Viaport Outlet
I190243,C769914,Female,48,Books,4,60.6,Debit Card,3/1/2022,Mall of Istanbul
I220509,C145677,Male,42,Cosmetics,4,162.64,Cash,20/06/2021,Zorlu Center
I201819,C130428,Female,67,Cosmetics,3,121.98,Credit Card,8/9/2021,Mall of Istanbul
I902140,C321936,Male,19,Shoes,3,1800.51,Debit Card,16/10/2022,Kanyon
I150787,C268598,Male,41,Cosmetics,3,121.98,Cash,15/02/2022,Mall of Istanbul
I191652,C187491,Female,69,Clothing,4,1200.32,Cash,18/10/2021,Kanyon
I555520,C225939,Female,60,Cosmetics,5,203.3,Credit Card,29/04/2021,Metrocity
I145060,C168575,Male,49,Clothing,1,300.08,Cash,1/2/2022,Istinye Park
I214754,C107997,Male,65,Books,5,75.75,Cash,2/10/2021,Istinye Park
I814375,C675706,Female,42,Clothing,5,1500.4,Cash,26/08/2021,Cevahir AVM
I322120,C702429,Male,29,Shoes,3,1800.51,Cash,11/1/2021,Mall of Istanbul
I773266,C105783,Female,28,Shoes,4,2400.68,Cash,14/03/2021,Kanyon
I264085,C480969,Female,39,Shoes,1,600.17,Credit Card,4/8/2022,Emaar Square Mall
I288856,C293285,Male,37,Books,5,75.75,Debit Card,20/04/2022,Mall of Istanbul
I465733,C134277,Male,56,Shoes,5,3000.85,Credit Card,5/2/2022,Mall of Istanbul
I551789,C237352,Female,38,Clothing,5,1500.4,Cash,24/07/2022,Viaport Outlet
I211156,C196680,Male,67,Clothing,4,1200.32,Debit Card,4/2/2023,Zorlu Center
I699039,C312644,Female,64,Shoes,1,600.17,Cash,13/02/2021,Emaar Square Mall
I327291,C246052,Female,33,Clothing,2,600.16,Debit Card,3/5/2021,Kanyon
I290070,C219964,Female,56,Food & Beverage,3,15.69,Cash,6/10/2021,Mall of Istanbul
I230964,C274338,Female,50,Clothing,3,900.24,Cash,21/11/2022,Kanyon
I158203,C162668,Male,56,Clothing,4,1200.32,Cash,18/10/2021,Metrocity
I232883,C122279,Female,60,Souvenir,3,35.19,Cash,9/3/2022,Metrocity
I274630,C298873,Male,61,Food & Beverage,5,26.15,Cash,12/5/2021,Istinye Park
I325281,C885185,Female,26,Toys,5,179.2,Cash,18/05/2021,Kanyon
I851731,C295697,Female,45,Clothing,3,900.24,Credit Card,11/2/2022,Kanyon
I722780,C740276,Male,64,Technology,4,4200,Credit Card,21/01/2022,Zorlu Center
I206487,C153585,Female,26,Souvenir,1,11.73,Credit Card,4/8/2021,Kanyon
I199519,C223163,Female,67,Food & Beverage,5,26.15,Cash,28/12/2022,Zorlu Center
I518525,C955696,Male,24,Shoes,5,3000.85,Cash,4/1/2022,Cevahir AVM
I206044,C336393,Female,38,Clothing,3,900.24,Credit Card,1/2/2021,Emaar Square Mall
I178775,C498308,Female,37,Clothing,3,900.24,Credit Card,6/3/2023,Metrocity
I566962,C493908,Female,25,Clothing,5,1500.4,Cash,9/5/2021,Mall of Istanbul
I124970,C795774,Male,18,Clothing,1,300.08,Credit Card,3/12/2022,Zorlu Center
I211868,C338587,Female,37,Shoes,5,3000.85,Cash,13/03/2022,Emaar Square Mall
I108011,C339842,Female,48,Cosmetics,2,81.32,Cash,10/2/2022,Metropol AVM
I617279,C326806,Male,68,Clothing,5,1500.4,Credit Card,21/05/2021,Metropol AVM
I124099,C539982,Male,40,Food & Beverage,2,10.46,Cash,22/01/2021,Metropol AVM
I118987,C154261,Female,38,Toys,3,107.52,Credit Card,8/3/2023,Kanyon
I306664,C321725,Male,24,Cosmetics,2,81.32,Debit Card,20/02/2021,Mall of Istanbul
I198737,C889515,Male,39,Shoes,3,1800.51,Cash,26/02/2022,Mall of Istanbul
I322392,C187419,Male,23,Food & Beverage,3,15.69,Credit Card,18/09/2022,Kanyon
I184761,C319716,Female,31,Clothing,1,300.08,Cash,11/7/2022,Mall of Istanbul
I548790,C463928,Male,26,Clothing,3,900.24,Cash,19/12/2021,Mall of Istanbul
I283703,C421190,Male,50,Books,1,15.15,Debit Card,12/10/2022,Viaport Outlet
I883022,C186458,Female,68,Technology,5,5250,Credit Card,15/02/2022,Cevahir AVM
I262464,C150734,Female,62,Cosmetics,4,162.64,Cash,13/05/2022,Cevahir AVM
I219322,C108336,Female,39,Technology,3,3150,Credit Card,11/9/2021,Mall of Istanbul
I202463,C169511,Female,38,Cosmetics,3,121.98,Cash,24/02/2021,Metropol AVM
I347694,C150938,Male,63,Souvenir,2,23.46,Cash,18/02/2023,Emaar Square Mall
I258932,C122048,Female,63,Food & Beverage,5,26.15,Cash,6/3/2022,Istinye Park
I257616,C269638,Female,58,Clothing,4,1200.32,Debit Card,12/10/2022,Kanyon
I913128,C217430,Male,36,Food & Beverage,5,26.15,Credit Card,11/11/2022,Kanyon
I337963,C214306,Male,68,Clothing,1,300.08,Cash,28/02/2021,Istinye Park
I220388,C206542,Female,20,Technology,1,1050,Cash,5/11/2021,Mall of Istanbul
I105769,C239288,Female,49,Clothing,3,900.24,Credit Card,14/02/2022,Forum Istanbul
I789512,C320510,Male,55,Souvenir,5,58.65,Cash,4/12/2021,Mall of Istanbul
I336319,C127097,Male,28,Food & Beverage,2,10.46,Cash,26/03/2022,Metrocity
I292582,C153899,Female,38,Souvenir,5,58.65,Cash,28/04/2021,Mall of Istanbul
I276132,C862919,Female,18,Food & Beverage,1,5.23,Debit Card,24/08/2021,Forum Istanbul
I129627,C292819,Male,52,Cosmetics,5,203.3,Credit Card,5/6/2021,Kanyon
I308275,C108392,Male,47,Clothing,3,900.24,Debit Card,2/12/2021,Viaport Outlet
I126126,C101278,Female,59,Clothing,3,900.24,Cash,19/01/2023,Metrocity
I681726,C299336,Female,53,Cosmetics,4,162.64,Credit Card,26/03/2022,Mall of Istanbul
I280743,C166031,Female,20,Clothing,1,300.08,Credit Card,25/04/2021,Kanyon
I795161,C384370,Male,61,Toys,4,143.36,Cash,24/09/2021,Metrocity
I125996,C155847,Male,27,Toys,1,35.84,Cash,20/02/2022,Metrocity
I184302,C383439,Female,63,Clothing,4,1200.32,Cash,15/01/2022,Cevahir AVM
I268616,C236676,Female,47,Clothing,4,1200.32,Cash,23/02/2021,Mall of Istanbul
I214970,C126219,Female,67,Food & Beverage,3,15.69,Cash,29/03/2022,Mall of Istanbul
I302568,C231939,Female,37,Toys,1,35.84,Credit Card,19/06/2022,Istinye Park
I750512,C413234,Male,23,Clothing,3,900.24,Debit Card,28/04/2021,Metropol AVM
I984094,C249818,Male,65,Souvenir,4,46.92,Credit Card,16/10/2022,Kanyon
I109939,C250022,Male,59,Souvenir,5,58.65,Cash,16/08/2021,Kanyon
I790657,C156448,Male,27,Cosmetics,4,162.64,Cash,26/09/2022,Mall of Istanbul
I618060,C284182,Female,48,Clothing,5,1500.4,Credit Card,10/1/2021,Kanyon
I274580,C270266,Male,39,Clothing,4,1200.32,Debit Card,28/03/2021,Mall of Istanbul
I551987,C869293,Female,55,Toys,1,35.84,Credit Card,21/03/2022,Kanyon
I113247,C460211,Male,30,Food & Beverage,4,20.92,Debit Card,24/06/2022,Mall of Istanbul
I117412,C214179,Female,67,Clothing,5,1500.4,Credit Card,13/02/2021,Kanyon
I148784,C180322,Female,32,Books,5,75.75,Credit Card,15/07/2021,Kanyon
I291743,C132254,Female,39,Toys,1,35.84,Cash,21/08/2021,Mall of Istanbul
I320760,C105241,Male,62,Cosmetics,4,162.64,Credit Card,15/09/2021,Mall of Istanbul
I818284,C330280,Male,56,Clothing,4,1200.32,Cash,13/01/2023,Mall of Istanbul
I781626,C106652,Male,27,Clothing,3,900.24,Credit Card,25/12/2021,Metrocity
I139221,C173273,Male,52,Technology,1,1050,Debit Card,18/07/2021,Kanyon
I418405,C185607,Female,27,Shoes,1,600.17,Credit Card,29/01/2023,Metrocity
I212733,C579846,Female,19,Clothing,4,1200.32,Credit Card,16/04/2022,Metrocity
I956188,C303884,Male,36,Cosmetics,4,162.64,Debit Card,21/05/2021,Istinye Park
I202725,C106464,Male,47,Cosmetics,2,81.32,Cash,23/03/2021,Cevahir AVM
I126877,C198879,Male,52,Food & Beverage,5,26.15,Cash,30/10/2022,Mall of Istanbul
I329455,C644186,Female,32,Clothing,1,300.08,Cash,10/4/2022,Viaport Outlet
I316989,C213345,Female,37,Clothing,1,300.08,Cash,25/09/2022,Metrocity
I396585,C175634,Female,34,Shoes,5,3000.85,Cash,15/02/2021,Emaar Square Mall
I126198,C238407,Female,41,Clothing,2,600.16,Cash,26/01/2022,Istinye Park
I196274,C324496,Male,37,Clothing,3,900.24,Debit Card,9/7/2022,Mall of Istanbul
I198306,C266888,Female,34,Clothing,2,600.16,Credit Card,26/01/2022,Metrocity
I102068,C317485,Female,20,Souvenir,1,11.73,Cash,7/7/2021,Metrocity
I266354,C221279,Male,69,Clothing,3,900.24,Cash,5/8/2022,Mall of Istanbul
I332703,C851650,Female,26,Food & Beverage,4,20.92,Cash,1/6/2021,Metrocity
I131283,C219715,Male,30,Clothing,4,1200.32,Cash,16/08/2022,Mall of Istanbul
I806254,C233547,Female,28,Clothing,4,1200.32,Cash,6/5/2021,Istinye Park
I192381,C365133,Male,38,Souvenir,3,35.19,Credit Card,1/3/2022,Emaar Square Mall
I144462,C408927,Female,19,Cosmetics,5,203.3,Cash,4/3/2021,Emaar Square Mall
I942231,C135874,Female,41,Shoes,3,1800.51,Cash,8/4/2022,Mall of Istanbul
I167554,C559087,Female,39,Souvenir,5,58.65,Credit Card,6/2/2021,Mall of Istanbul
I213782,C376219,Female,55,Clothing,4,1200.32,Credit Card,28/09/2022,Kanyon
I303400,C314615,Female,20,Clothing,2,600.16,Credit Card,6/9/2022,Emaar Square Mall
I251426,C570309,Female,46,Food & Beverage,1,5.23,Credit Card,7/11/2021,Emaar Square Mall
I282647,C457933,Female,53,Clothing,2,600.16,Cash,22/03/2021,Metrocity
I197300,C335671,Female,63,Cosmetics,2,81.32,Debit Card,2/7/2022,Metrocity
I276258,C722703,Female,40,Cosmetics,3,121.98,Cash,22/12/2021,Kanyon
I946723,C306271,Male,52,Food & Beverage,1,5.23,Credit Card,20/05/2022,Zorlu Center
I210921,C306259,Male,65,Cosmetics,3,121.98,Cash,30/03/2022,Kanyon
I355868,C205439,Female,64,Shoes,1,600.17,Cash,26/11/2021,Forum Istanbul
I222060,C280489,Female,54,Technology,1,1050,Cash,21/02/2021,Kanyon
I608683,C172614,Female,62,Clothing,5,1500.4,Debit Card,9/11/2022,Viaport Outlet
I358942,C145888,Female,62,Clothing,1,300.08,Cash,23/12/2021,Mall of Istanbul
I650930,C184001,Female,47,Food & Beverage,2,10.46,Debit Card,24/06/2021,Istinye Park
I262534,C278262,Male,51,Clothing,1,300.08,Credit Card,20/03/2022,Mall of Istanbul
I271875,C321315,Female,54,Food & Beverage,3,15.69,Credit Card,5/11/2022,Metropol AVM
I210317,C300625,Female,67,Clothing,5,1500.4,Credit Card,1/3/2022,Zorlu Center
I228228,C254929,Female,26,Food & Beverage,1,5.23,Cash,9/9/2022,Mall of Istanbul
I218616,C568826,Female,42,Clothing,1,300.08,Cash,14/12/2021,Kanyon
I202868,C254007,Male,30,Clothing,2,600.16,Debit Card,27/02/2022,Kanyon
I236379,C347605,Female,50,Technology,4,4200,Credit Card,8/9/2021,Metrocity
I235766,C289569,Male,66,Food & Beverage,4,20.92,Debit Card,4/11/2022,Mall of Istanbul
I264820,C359459,Female,59,Toys,3,107.52,Cash,26/02/2021,Metropol AVM
I151287,C941532,Female,50,Toys,4,143.36,Cash,22/10/2021,Mall of Istanbul
I198865,C109455,Female,19,Technology,5,5250,Cash,3/1/2021,Metrocity
I699324,C113264,Male,53,Clothing,4,1200.32,Cash,10/3/2021,Cevahir AVM
I528670,C106004,Female,41,Toys,4,143.36,Cash,10/1/2022,Istinye Park
I263802,C250803,Male,46,Food & Beverage,3,15.69,Cash,3/11/2021,Viaport Outlet
I330137,C284570,Female,21,Clothing,4,1200.32,Cash,7/1/2021,Istinye Park
I212607,C661118,Female,41,Books,1,15.15,Cash,26/05/2021,Metrocity
I541275,C164182,Male,41,Books,2,30.3,Credit Card,18/03/2021,Metropol AVM
I254035,C377944,Male,56,Toys,1,35.84,Credit Card,12/7/2022,Zorlu Center
I138936,C276219,Male,62,Clothing,1,300.08,Debit Card,8/10/2022,Cevahir AVM
I794646,C257755,Male,68,Toys,2,71.68,Credit Card,22/02/2021,Mall of Istanbul
I954232,C209805,Male,49,Clothing,3,900.24,Credit Card,31/10/2022,Mall of Istanbul
I273060,C320778,Female,40,Toys,5,179.2,Cash,1/7/2021,Cevahir AVM
I258503,C622983,Female,32,Cosmetics,1,40.66,Debit Card,3/3/2023,Kanyon
I225440,C332528,Male,64,Clothing,5,1500.4,Debit Card,25/08/2022,Zorlu Center
I121497,C281177,Female,47,Toys,4,143.36,Credit Card,18/04/2022,Forum Istanbul
I109188,C298201,Male,39,Food & Beverage,4,20.92,Debit Card,27/11/2021,Emaar Square Mall
I113554,C702864,Male,24,Food & Beverage,3,15.69,Cash,29/09/2021,Metropol AVM
I296312,C248503,Female,21,Clothing,1,300.08,Cash,23/09/2021,Mall of Istanbul
I220819,C207889,Male,27,Clothing,2,600.16,Credit Card,23/02/2022,Metrocity
I856190,C100672,Male,25,Clothing,5,1500.4,Cash,17/05/2022,Mall of Istanbul
I238168,C243299,Female,57,Cosmetics,2,81.32,Debit Card,10/4/2022,Metrocity
I195044,C238908,Female,66,Clothing,1,300.08,Cash,30/12/2022,Mall of Istanbul
I567491,C294528,Male,32,Clothing,4,1200.32,Credit Card,14/10/2021,Emaar Square Mall
I232088,C182473,Male,32,Cosmetics,2,81.32,Cash,6/4/2022,Kanyon
I140945,C238533,Female,18,Books,5,75.75,Debit Card,16/01/2023,Istinye Park
I165899,C335717,Male,43,Food & Beverage,1,5.23,Debit Card,31/12/2021,Mall of Istanbul
I202742,C291302,Female,53,Cosmetics,2,81.32,Credit Card,25/12/2022,Istinye Park
I162788,C304517,Female,26,Cosmetics,4,162.64,Debit Card,25/07/2022,Metrocity
I272651,C228599,Female,66,Shoes,3,1800.51,Credit Card,28/01/2022,Istinye Park
I234673,C245349,Male,69,Food & Beverage,4,20.92,Credit Card,8/7/2021,Metropol AVM
I330178,C891741,Female,23,Food & Beverage,2,10.46,Credit Card,31/12/2021,Metrocity
I335604,C237309,Male,37,Food & Beverage,1,5.23,Credit Card,13/11/2021,Metropol AVM
I331964,C347148,Female,68,Food & Beverage,2,10.46,Credit Card,18/02/2022,Emaar Square Mall
I329897,C553679,Male,48,Cosmetics,5,203.3,Cash,24/11/2022,Mall of Istanbul
I203445,C233852,Male,37,Toys,1,35.84,Cash,25/02/2021,Kanyon
I344841,C305576,Female,66,Books,1,15.15,Credit Card,10/1/2022,Mall of Istanbul
I332673,C326393,Female,28,Clothing,2,600.16,Cash,31/05/2022,Viaport Outlet
I136209,C143246,Male,33,Cosmetics,3,121.98,Cash,21/06/2022,Kanyon
I210581,C275082,Female,39,Clothing,1,300.08,Credit Card,2/9/2021,Metrocity
I959066,C989688,Female,61,Shoes,2,1200.34,Cash,1/10/2021,Cevahir AVM
I157954,C241461,Female,33,Shoes,5,3000.85,Credit Card,25/02/2021,Zorlu Center
I102642,C626080,Male,43,Shoes,2,1200.34,Credit Card,1/2/2023,Viaport Outlet
I797785,C203066,Male,33,Cosmetics,4,162.64,Cash,4/7/2021,Mall of Istanbul
I117448,C374461,Female,45,Cosmetics,5,203.3,Debit Card,21/12/2022,Metrocity
I118375,C266480,Female,67,Clothing,5,1500.4,Cash,10/2/2022,Cevahir AVM
I211519,C106844,Male,32,Clothing,5,1500.4,Cash,10/3/2022,Kanyon
I986809,C815507,Male,37,Clothing,3,900.24,Cash,16/04/2021,Metropol AVM
I283011,C205142,Female,67,Technology,2,2100,Credit Card,5/3/2022,Istinye Park
I258708,C204508,Female,37,Clothing,1,300.08,Cash,8/7/2021,Emaar Square Mall
I427848,C260563,Male,62,Cosmetics,2,81.32,Debit Card,17/04/2022,Kanyon
I323640,C311379,Female,21,Cosmetics,4,162.64,Credit Card,7/7/2021,Zorlu Center
I134281,C102332,Female,39,Toys,3,107.52,Credit Card,21/06/2022,Mall of Istanbul
I112787,C180592,Female,19,Clothing,2,600.16,Credit Card,10/5/2021,Kanyon
I142996,C275049,Female,60,Souvenir,2,23.46,Cash,24/04/2022,Istinye Park
I290128,C110986,Male,29,Cosmetics,5,203.3,Cash,15/12/2021,Kanyon
I952739,C644518,Female,30,Clothing,2,600.16,Credit Card,2/4/2022,Emaar Square Mall
I107555,C252297,Male,33,Clothing,3,900.24,Debit Card,7/12/2022,Emaar Square Mall
I317140,C326893,Female,56,Souvenir,5,58.65,Cash,19/10/2022,Istinye Park
I534057,C138053,Female,60,Food & Beverage,2,10.46,Cash,6/9/2021,Kanyon
I301961,C837949,Female,37,Technology,1,1050,Credit Card,10/7/2021,Viaport Outlet
I261407,C229174,Female,69,Food & Beverage,4,20.92,Cash,30/03/2022,Forum Istanbul
I253483,C227168,Female,45,Shoes,5,3000.85,Credit Card,18/06/2022,Forum Istanbul
I732705,C327310,Female,21,Books,1,15.15,Cash,2/3/2021,Metrocity
I273350,C167313,Female,50,Toys,3,107.52,Credit Card,18/04/2021,Istinye Park
I107569,C265546,Male,69,Clothing,4,1200.32,Cash,1/8/2022,Kanyon
I619319,C110471,Male,29,Clothing,2,600.16,Cash,28/12/2022,Metrocity
I907811,C167489,Male,18,Shoes,3,1800.51,Debit Card,12/9/2022,Kanyon
I381559,C749748,Female,28,Cosmetics,3,121.98,Credit Card,13/05/2021,Mall of Istanbul
I121739,C259946,Male,44,Souvenir,5,58.65,Credit Card,14/10/2021,Metrocity
I896994,C256297,Female,39,Food & Beverage,4,20.92,Credit Card,26/05/2021,Zorlu Center
I132297,C639463,Male,24,Clothing,4,1200.32,Cash,27/04/2021,Zorlu Center
I219576,C405148,Female,42,Clothing,5,1500.4,Credit Card,25/04/2021,Forum Istanbul
I240571,C299813,Female,23,Shoes,1,600.17,Cash,28/02/2023,Mall of Istanbul
I166763,C279281,Female,41,Clothing,2,600.16,Cash,27/02/2023,Metrocity
I833648,C135723,Female,69,Clothing,5,1500.4,Debit Card,24/07/2022,Metrocity
I263023,C113935,Female,66,Toys,2,71.68,Credit Card,25/12/2022,Istinye Park
I229050,C901355,Female,54,Clothing,5,1500.4,Debit Card,2/4/2022,Cevahir AVM
I895068,C244264,Female,31,Toys,1,35.84,Cash,10/2/2021,Metrocity
I206408,C120581,Female,20,Food & Beverage,5,26.15,Credit Card,15/10/2021,Metropol AVM
I201466,C949703,Male,38,Books,1,15.15,Cash,25/04/2021,Metropol AVM
I236138,C359984,Female,31,Cosmetics,3,121.98,Debit Card,27/04/2021,Istinye Park
I179461,C197235,Female,32,Shoes,5,3000.85,Credit Card,10/7/2022,Metrocity
I291947,C135991,Female,69,Cosmetics,1,40.66,Credit Card,2/2/2023,Metrocity
I265604,C160512,Female,51,Toys,1,35.84,Credit Card,26/04/2022,Emaar Square Mall
I311161,C137181,Male,25,Clothing,5,1500.4,Credit Card,28/09/2022,Mall of Istanbul
I328245,C244774,Male,28,Clothing,5,1500.4,Debit Card,24/12/2021,Metropol AVM
I207459,C235351,Female,68,Clothing,2,600.16,Debit Card,2/2/2023,Mall of Istanbul
I460352,C191185,Female,32,Clothing,2,600.16,Debit Card,19/02/2022,Kanyon
I626615,C397154,Female,55,Technology,1,1050,Cash,24/05/2022,Forum Istanbul
I172652,C217588,Female,49,Toys,4,143.36,Credit Card,11/2/2022,Metrocity
I230095,C144638,Female,60,Technology,3,3150,Cash,16/06/2022,Metropol AVM
I324321,C106414,Female,60,Clothing,1,300.08,Credit Card,27/02/2021,Metropol AVM
I264282,C121598,Male,57,Food & Beverage,5,26.15,Debit Card,20/04/2021,Metrocity
I177209,C266543,Female,18,Shoes,4,2400.68,Credit Card,5/3/2021,Kanyon
I268225,C369978,Male,38,Cosmetics,1,40.66,Cash,23/08/2021,Cevahir AVM
I154458,C226077,Female,64,Cosmetics,4,162.64,Credit Card,30/09/2022,Mall of Istanbul
I120242,C547805,Female,57,Books,1,15.15,Credit Card,20/01/2022,Metropol AVM
I126622,C336693,Male,35,Food & Beverage,5,26.15,Credit Card,26/01/2021,Zorlu Center
I278999,C256922,Female,39,Toys,1,35.84,Credit Card,18/06/2021,Kanyon
I698178,C256567,Female,38,Clothing,1,300.08,Debit Card,4/2/2021,Mall of Istanbul
I303692,C298093,Male,65,Food & Beverage,2,10.46,Debit Card,16/07/2021,Forum Istanbul
I232869,C201010,Female,59,Cosmetics,5,203.3,Credit Card,5/12/2021,Istinye Park
I747027,C253653,Male,64,Clothing,4,1200.32,Cash,3/3/2023,Istinye Park
I231547,C246419,Female,64,Shoes,1,600.17,Cash,16/09/2021,Istinye Park
I318621,C468522,Female,35,Shoes,5,3000.85,Debit Card,16/09/2021,Zorlu Center
I488609,C210060,Female,56,Shoes,3,1800.51,Credit Card,17/02/2022,Metropol AVM
I105907,C124256,Female,58,Shoes,1,600.17,Cash,9/9/2021,Mall of Istanbul
I254976,C237283,Female,23,Books,4,60.6,Credit Card,3/12/2022,Kanyon
I475705,C212266,Female,59,Toys,3,107.52,Debit Card,5/4/2022,Kanyon
I271998,C154490,Female,48,Cosmetics,1,40.66,Cash,2/10/2022,Mall of Istanbul
I240965,C217319,Male,57,Clothing,3,900.24,Credit Card,11/10/2022,Kanyon
I164663,C284162,Female,28,Clothing,2,600.16,Credit Card,6/5/2021,Cevahir AVM
I302870,C334976,Male,30,Clothing,2,600.16,Cash,10/6/2022,Metrocity
I270135,C244197,Male,49,Clothing,3,900.24,Credit Card,5/12/2022,Mall of Istanbul
I289612,C446749,Male,62,Cosmetics,3,121.98,Debit Card,21/08/2022,Viaport Outlet
I335938,C175699,Male,54,Food & Beverage,4,20.92,Credit Card,24/11/2021,Metrocity
I292762,C293503,Male,26,Clothing,3,900.24,Cash,18/07/2022,Emaar Square Mall
I936138,C492754,Female,24,Clothing,3,900.24,Cash,8/1/2023,Viaport Outlet
I220398,C174822,Female,45,Clothing,5,1500.4,Debit Card,4/2/2022,Kanyon
I923526,C173636,Female,21,Shoes,5,3000.85,Cash,21/08/2022,Metrocity
I144921,C124705,Female,45,Clothing,2,600.16,Cash,19/07/2021,Mall of Istanbul
I134677,C246670,Male,61,Cosmetics,5,203.3,Credit Card,16/01/2022,Cevahir AVM
I901241,C113200,Female,41,Food & Beverage,3,15.69,Credit Card,20/12/2021,Metropol AVM
I158163,C100005,Male,34,Shoes,2,1200.34,Cash,3/3/2023,Kanyon
I152083,C311992,Female,60,Clothing,1,300.08,Debit Card,2/2/2023,Emaar Square Mall
I734533,C897259,Male,59,Clothing,1,300.08,Cash,22/09/2022,Kanyon
I829964,C137116,Female,63,Clothing,3,900.24,Credit Card,8/7/2022,Kanyon
I281572,C224041,Female,39,Food & Beverage,5,26.15,Cash,26/08/2022,Mall of Istanbul
I544000,C147231,Male,43,Toys,3,107.52,Cash,23/03/2022,Kanyon
I307271,C865443,Female,27,Clothing,2,600.16,Credit Card,4/10/2021,Viaport Outlet
I110309,C215722,Male,49,Clothing,2,600.16,Debit Card,23/01/2023,Mall of Istanbul
I217825,C271317,Female,68,Clothing,5,1500.4,Debit Card,5/12/2022,Kanyon
I192614,C857253,Female,68,Clothing,1,300.08,Debit Card,23/02/2023,Mall of Istanbul
I181417,C207440,Female,65,Cosmetics,5,203.3,Credit Card,19/09/2021,Mall of Istanbul
